num,reg,pos,loc,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,8,3, 1053871,benign, 581, 23, 8555, 0, 5828, 2691, 1, 464, 700, 0, 207, 33487, 397, 3, 43, 7422, 295, 442, 5, 13694, 9717, 19498, 0, 0, 25, 4774, 4827, 8482, 42, 0, 0, 18, 20, 158, 4, 34306, 25479, 28962, 2, 0, 0, 322
1,3,21, 1050643,SDC, 545, 147, 8550, 0, 5825, 2692, 2, 464, 694, 0, 197, 33525, 392, 3, 42, 6735, 311, 447, 5, 13006, 9144, 19500, 0, 0, 25, 4838, 4914, 8486, 41, 0, 0, 18, 20, 158, 3, 33879, 25409, 28710, 2, 0, 0, 317
2,1,15, 1056684,benign, 712, 147, 8574, 4, 5827, 2694, 1, 464, 699, 0, 197, 33686, 397, 3, 43, 7402, 300, 443, 5, 13379, 9453, 19488, 0, 0, 25, 4782, 4817, 8482, 40, 0, 0, 18, 20, 158, 4, 34000, 25666, 28957, 2, 0, 0, 317
3,5,14, 1051735,benign, 584, 148, 8565, 0, 5828, 2693, 2, 464, 700, 0, 198, 33471, 397, 3, 42, 6733, 505, 443, 5, 13454, 9470, 19507, 0, 0, 25, 4716, 4886, 8478, 42, 0, 0, 18, 20, 234, 3, 34106, 25343, 28683, 2, 0, 0, 320
4,2,3, 1051065,SDC, 561, 148, 8556, 1, 5821, 2691, 2, 464, 694, 0, 197, 33439, 392, 3, 41, 6710, 326, 445, 5, 13530, 9565, 19494, 0, 0, 25, 4711, 4893, 8485, 42, 0, 0, 18, 20, 166, 4, 33940, 25199, 28499, 2, 0, 0, 384
5,1,27, 1054112,SDC, 637, 146, 8562, 4, 5819, 2689, 3, 464, 694, 0, 197, 33210, 392, 3, 42, 7235, 253, 447, 5, 13083, 9200, 19458, 0, 0, 25, 4768, 4832, 8484, 42, 0, 0, 18, 20, 169, 3, 34395, 25335, 28652, 2, 0, 0, 326
6,2,16, 1059244,benign, 791, 148, 8574, 4, 5821, 2683, 2, 464, 699, 0, 195, 33750, 397, 3, 40, 7440, 314, 430, 5, 13682, 9673, 19483, 0, 0, 25, 4798, 4846, 8483, 42, 0, 0, 18, 20, 158, 3, 34422, 25870, 29231, 2, 0, 0, 376
7,10,19, 1057412,benign, 734, 146, 8567, 4, 5826, 2687, 1, 464, 699, 0, 196, 33649, 397, 3, 42, 7342, 314, 443, 5, 13518, 9575, 19475, 0, 0, 25, 4709, 4893, 8490, 42, 0, 0, 18, 20, 173, 2, 34517, 25539, 28849, 2, 0, 0, 321
8,2,26, 1050081,SDC, 530, 148, 8553, 0, 5820, 2690, 1, 464, 694, 0, 203, 33635, 392, 3, 43, 6561, 276, 451, 5, 13284, 9180, 19493, 0, 0, 25, 4758, 4965, 8476, 42, 0, 0, 18, 20, 166, 3, 34151, 25337, 28631, 2, 0, 0, 319
9,9,25, 1054356,benign, 637, 146, 8564, 4, 5826, 2695, 2, 464, 699, 0, 199, 33075, 397, 3, 41, 7163, 300, 504, 5, 13539, 9564, 19465, 0, 0, 25, 4723, 4879, 8485, 42, 0, 0, 18, 20, 167, 3, 34119, 25470, 28728, 2, 0, 0, 319
