num,reg,pos,loc,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,8,19, 1059206,benign, 752, 23, 8575, 0, 5831, 2690, 3, 464, 699, 0, 201, 33982, 397, 3, 41, 7566, 297, 444, 5, 13732, 9699, 19510, 0, 0, 25, 4780, 4819, 8494, 42, 0, 0, 18, 20, 168, 4, 34800, 26155, 29589, 2, 0, 0, 326
1,10,14, 1059376,benign, 793, 146, 8579, 4, 5831, 2696, 1, 464, 699, 0, 200, 34022, 397, 3, 41, 7486, 289, 444, 5, 13564, 9589, 19472, 0, 0, 25, 4961, 4639, 8485, 42, 0, 0, 18, 20, 168, 3, 34250, 26029, 29322, 2, 0, 0, 376
2,1,20, 1058623,benign, 801, 150, 8579, 0, 5827, 2692, 2, 464, 699, 0, 198, 33971, 397, 3, 43, 7351, 301, 536, 5, 13740, 9765, 19503, 0, 0, 25, 4727, 4884, 8504, 42, 0, 0, 18, 20, 159, 3, 34536, 25641, 28904, 2, 0, 0, 317
3,2,1, 1057618,benign, 764, 147, 8578, 0, 5828, 2689, 1, 464, 699, 0, 201, 34546, 397, 3, 42, 7410, 286, 446, 5, 13983, 9965, 19501, 0, 0, 25, 4776, 4822, 8483, 41, 0, 0, 18, 20, 158, 4, 34621, 26021, 29269, 2, 0, 0, 320
4,0,4, 1055454,benign, 700, 146, 8575, 0, 5828, 2695, 1, 464, 699, 0, 194, 33917, 397, 3, 42, 7128, 331, 443, 5, 13830, 9850, 19509, 0, 0, 25, 4722, 4881, 8487, 41, 0, 0, 18, 20, 157, 3, 34662, 25690, 28965, 2, 0, 0, 320
5,5,6, 1050763,benign, 556, 146, 8561, 0, 5829, 2695, 2, 464, 699, 0, 194, 33717, 397, 3, 41, 6521, 284, 445, 5, 13379, 9409, 19506, 0, 0, 25, 4761, 4957, 8484, 42, 0, 0, 18, 20, 159, 3, 34091, 25369, 28630, 2, 0, 0, 317
6,3,27, 1057424,benign, 731, 146, 8569, 4, 5826, 2693, 1, 464, 700, 0, 203, 33898, 397, 3, 41, 7787, 318, 442, 5, 13252, 9283, 19472, 0, 0, 25, 4721, 4881, 8484, 40, 0, 0, 18, 20, 160, 3, 34562, 25469, 28880, 2, 0, 0, 319
7,1,1, 1050356,benign, 511, 146, 8561, 4, 5828, 2693, 2, 464, 699, 0, 199, 32981, 397, 3, 43, 6933, 345, 444, 5, 13001, 9040, 19491, 0, 0, 25, 4953, 4648, 8473, 42, 0, 0, 18, 20, 256, 3, 33917, 25042, 28338, 2, 0, 0, 387
8,1,9, 1057951,benign, 773, 147, 8573, 0, 5829, 2694, 1, 464, 699, 0, 197, 33771, 397, 3, 41, 7375, 317, 511, 5, 13790, 9815, 19491, 0, 0, 25, 4821, 5007, 8482, 42, 0, 0, 18, 20, 160, 3, 34507, 25979, 29464, 2, 0, 0, 316
9,2,8, 1053687,SDC, 643, 148, 8570, 0, 5821, 2687, 2, 464, 694, 0, 194, 33672, 392, 3, 41, 6888, 318, 511, 5, 13821, 9698, 19505, 0, 0, 25, 4709, 4896, 8481, 42, 0, 0, 18, 20, 167, 3, 34444, 25411, 28709, 2, 0, 0, 415
