num,reg,pos,loc,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
30,6,29, 1053189,benign, 625, 146, 8569, 0, 5829, 2694, 1, 464, 699, 0, 197, 33521, 397, 3, 41, 7281, 312, 444, 5, 13445, 9434, 19506, 0, 0, 25, 4777, 4828, 8479, 42, 0, 0, 18, 20, 158, 4, 34341, 25692, 28965, 2, 0, 0, 319
31,8,9, 1050305,benign, 539, 147, 8559, 0, 5831, 2696, 1, 464, 699, 0, 194, 33225, 397, 3, 41, 6667, 358, 503, 5, 13299, 9395, 19488, 0, 0, 25, 4703, 4895, 8483, 42, 0, 0, 18, 20, 160, 3, 34195, 25550, 28833, 2, 0, 0, 320
32,7,23, 1058522,benign, 788, 147, 8562, 0, 5824, 2689, 1, 464, 699, 0, 195, 33978, 397, 3, 41, 7933, 313, 504, 5, 14055, 9989, 19492, 0, 0, 25, 4708, 4887, 8489, 42, 0, 0, 18, 20, 158, 3, 34658, 26242, 29556, 2, 0, 0, 319
33,0,2, 1052513,benign, 599, 148, 8560, 0, 5827, 2695, 1, 464, 699, 0, 204, 33952, 397, 3, 41, 6950, 332, 455, 5, 14015, 10012, 19551, 0, 0, 25, 4731, 4878, 8484, 42, 0, 0, 18, 20, 159, 4, 34195, 25348, 28613, 2, 0, 0, 596
34,7,21, 1060260,benign, 502, 148, 8558, 4, 5828, 2684, 5, 464, 699, 0, 190, 32924, 397, 3, 40, 6506, 319, 513, 5, 13010, 8911, 19461, 0, 0, 25, 4441, 5159, 8470, 34, 0, 0, 18, 20, 157, 3, 33595, 24812, 28330, 1, 0, 0, 319
35,10,17, 1054960,benign, 658, 148, 8567, 4, 5829, 2695, 1, 464, 699, 0, 198, 33489, 397, 3, 43, 6893, 558, 442, 5, 13503, 9457, 19485, 0, 0, 25, 4709, 4895, 8489, 42, 0, 0, 19, 23, 160, 4, 34260, 25665, 29071, 2, 0, 0, 377
36,1,3, 1057988,benign, 752, 148, 8574, 4, 5827, 2694, 2, 464, 699, 0, 198, 34069, 397, 3, 42, 7864, 524, 455, 5, 13823, 9840, 19485, 0, 0, 25, 4720, 4885, 8483, 42, 0, 0, 18, 20, 160, 3, 34268, 26005, 29268, 2, 0, 0, 384
37,10,27, 1057362,benign, 755, 151, 8569, 0, 5820, 2685, 2, 464, 699, 0, 200, 34212, 397, 3, 41, 7422, 301, 512, 5, 13795, 9604, 19495, 0, 0, 25, 4795, 4816, 8478, 42, 0, 0, 18, 20, 160, 3, 34450, 25487, 28816, 2, 0, 0, 376
38,4,30, 1058614,benign, 793, 149, 8580, 0, 5827, 2684, 2, 464, 699, 0, 198, 33821, 397, 3, 40, 7598, 328, 440, 5, 13753, 9773, 19500, 0, 0, 25, 4721, 4886, 8491, 42, 0, 0, 18, 20, 153, 2, 34419, 25897, 29185, 1, 0, 0, 319
39,3,14, 1059327,benign, 814, 148, 8587, 0, 5828, 2694, 1, 464, 699, 0, 194, 33623, 397, 3, 42, 7352, 306, 455, 5, 14033, 9989, 19507, 0, 0, 25, 4960, 4780, 8485, 42, 0, 0, 18, 20, 160, 3, 34534, 25675, 28957, 2, 0, 0, 317
40,3,13, 1056282,benign, 715, 147, 8573, 0, 5826, 2692, 2, 464, 699, 0, 195, 33624, 397, 3, 43, 7114, 522, 444, 5, 13718, 9728, 19489, 0, 0, 25, 4719, 4877, 8483, 42, 0, 0, 18, 20, 160, 3, 34513, 25827, 29305, 2, 0, 0, 319
41,10,12, 1054663,benign, 671, 149, 8564, 0, 5822, 2687, 1, 464, 699, 0, 197, 33410, 397, 3, 41, 6872, 309, 519, 5, 13587, 9616, 19505, 0, 0, 25, 4708, 4894, 8478, 42, 0, 0, 18, 20, 158, 3, 34432, 25616, 28887, 2, 0, 0, 317
42,0,20, 1055755,benign, 705, 149, 8564, 0, 5827, 2695, 3, 464, 699, 0, 194, 33939, 397, 3, 44, 7622, 325, 546, 5, 13595, 9601, 19504, 0, 0, 25, 4780, 4824, 8487, 42, 0, 0, 18, 20, 158, 3, 34208, 25610, 28892, 2, 0, 0, 317
43,6,15, 1058926,benign, 816, 149, 8576, 0, 5826, 2689, 3, 464, 699, 0, 195, 33979, 397, 3, 41, 7784, 313, 509, 5, 13738, 9822, 19512, 0, 0, 25, 4726, 4885, 8483, 42, 0, 0, 18, 20, 160, 3, 34660, 26030, 29499, 2, 0, 0, 384
44,1,12, 1055762,SDC, 707, 146, 8568, 0, 5823, 2696, 1, 464, 694, 0, 204, 33820, 392, 3, 43, 7230, 329, 444, 5, 13514, 9508, 19494, 0, 0, 25, 4730, 4883, 8480, 42, 0, 0, 18, 20, 157, 3, 34855, 25506, 28774, 2, 0, 0, 317
45,1,12, 1056979,benign, 745, 147, 8578, 0, 5828, 2690, 1, 464, 699, 0, 204, 34254, 397, 3, 42, 7439, 282, 447, 5, 13836, 9830, 19505, 0, 0, 25, 4978, 4622, 8478, 42, 0, 0, 18, 20, 161, 3, 34581, 25986, 29251, 2, 0, 0, 316
46,5,16, 1052232,benign, 574, 148, 8561, 4, 5827, 2693, 2, 464, 699, 0, 202, 33368, 397, 3, 41, 7138, 554, 449, 5, 13302, 9338, 19468, 0, 0, 25, 4773, 4835, 8487, 42, 0, 0, 18, 20, 158, 4, 34198, 25696, 29157, 2, 0, 0, 319
47,8,28, 1053378,benign, 630, 148, 8567, 0, 5827, 2690, 2, 464, 699, 0, 199, 33765, 397, 3, 41, 7409, 298, 444, 5, 13141, 9109, 19502, 0, 0, 25, 5023, 4693, 8486, 42, 0, 0, 18, 20, 166, 3, 34454, 25610, 28895, 2, 0, 0, 319
48,2,10, 1051544,SDC, 553, 148, 8556, 4, 5819, 2694, 1, 464, 694, 0, 209, 33345, 392, 3, 41, 6898, 459, 445, 5, 13473, 9386, 19471, 0, 0, 25, 4829, 4891, 8476, 42, 0, 0, 18, 20, 158, 4, 34066, 24882, 28202, 2, 0, 0, 379
49,5,27, 1053957,benign, 650, 149, 8565, 0, 5826, 2690, 1, 464, 699, 0, 195, 33627, 397, 3, 41, 7025, 314, 446, 5, 13528, 9519, 19499, 0, 0, 25, 4771, 4947, 8483, 42, 0, 0, 18, 20, 167, 3, 34168, 25334, 28635, 2, 0, 0, 442
50,9,5, 1050374,benign, 536, 149, 8547, 0, 5819, 2684, 1, 464, 699, 0, 202, 33240, 397, 3, 41, 6678, 336, 445, 5, 13132, 9170, 19510, 0, 0, 25, 4702, 4897, 8484, 42, 0, 0, 18, 20, 158, 3, 34106, 25431, 28703, 2, 0, 0, 532
