num,reg,pos,loc,res,1,3,4,5,6,7,10,12,13,15,16,17,18,23,80,96,97,98,101,102,103,104,108,109,110,112,113,114,115,118,119,120,129,131,133,138,139,140,142,144,145,146
29,4,31, 1058906,benign, 766, 22, 8832, 0, 5569, 2244, 41, 350, 539, 0, 170, 33819, 405, 391, 34, 7125, 463, 2, 2, 12240, 10125, 18788, 130, 165, 142, 5781, 5489, 7752, 42, 35, 29, 8, 3, 0, 0, 26177, 29398, 31677, 1, 371, 423, 467
30,9,18, 1053089,benign, 592, 22, 8803, 0, 5567, 2239, 41, 351, 539, 0, 166, 33480, 405, 410, 37, 6573, 294, 1, 5, 11355, 9282, 18762, 131, 166, 142, 5561, 5701, 7761, 42, 35, 29, 8, 3, 8, 0, 25446, 28927, 31165, 2, 190, 244, 288
31,1,28, 1056841,benign, 699, 22, 8838, 0, 5571, 2240, 41, 350, 539, 0, 159, 33802, 405, 416, 39, 7211, 357, 1, 4, 12423, 10095, 18800, 162, 197, 142, 5822, 5450, 7760, 42, 35, 29, 8, 3, 1, 1, 25706, 28965, 31185, 2, 157, 209, 253
32,9,0, 1059039,benign, 775, 23, 8826, 0, 5570, 2241, 41, 350, 539, 0, 170, 34394, 405, 390, 37, 7610, 313, 1, 3, 12229, 10039, 18783, 158, 193, 142, 5549, 5744, 7750, 42, 35, 29, 8, 3, 1, 0, 25885, 29142, 31373, 2, 150, 202, 246
33,4,27, 1055112,benign, 627, 22, 8821, 3, 5571, 2240, 41, 350, 539, 0, 171, 33870, 405, 415, 33, 6867, 330, 1, 3, 11496, 9362, 18735, 166, 200, 142, 5795, 5478, 7753, 42, 35, 29, 9, 3, 1, 0, 25361, 28615, 30882, 2, 169, 221, 265
34,3,30, 1060226,benign, 494, 22, 8800, 0, 5570, 2238, 41, 350, 539, 0, 159, 33632, 405, 425, 34, 6615, 360, 14, 4, 11584, 9366, 18740, 154, 189, 142, 5285, 5991, 7762, 36, 35, 29, 8, 5, 14, 0, 25119, 28285, 30506, 2, 181, 235, 279
35,2,26, 1057423,benign, 723, 22, 8840, 0, 5569, 2245, 41, 350, 539, 0, 167, 33917, 405, 386, 35, 7244, 331, 1, 2, 12136, 9966, 18736, 122, 157, 142, 5794, 5469, 7772, 42, 36, 28, 8, 3, 2, 0, 25852, 29053, 31301, 2, 200, 254, 298
36,0,27, 1056909,benign, 721, 22, 8843, 0, 5568, 2240, 41, 351, 539, 0, 162, 34366, 405, 393, 36, 7056, 296, 2, 3, 11788, 9738, 18759, 153, 188, 142, 5569, 5689, 7764, 42, 35, 31, 8, 3, 7, 0, 25809, 28984, 31234, 2, 144, 196, 240
37,9,15, 1051509,benign, 528, 23, 8813, 0, 5571, 2237, 42, 350, 539, 0, 159, 33424, 405, 371, 36, 6494, 264, 2, 3, 11482, 9364, 18760, 130, 165, 142, 5790, 5472, 7775, 42, 35, 29, 9, 4, 1, 0, 25666, 28868, 31099, 2, 168, 220, 264
38,10,4, 1055639,benign, 673, 22, 8818, 0, 5569, 2243, 41, 350, 539, 0, 162, 33899, 405, 399, 36, 6632, 274, 1, 2, 11660, 9560, 18764, 152, 187, 142, 5795, 5460, 7761, 42, 36, 28, 8, 5, 7, 1, 25628, 28935, 31177, 2, 181, 235, 279
39,10,28, 1057153,benign, 708, 22, 8835, 0, 5576, 2239, 41, 350, 539, 0, 168, 34186, 405, 540, 35, 7285, 267, 1, 3, 11900, 9825, 18781, 123, 158, 142, 5797, 5455, 7761, 42, 35, 29, 8, 4, 7, 0, 26000, 29363, 31610, 2, 143, 195, 239
40,6,5, 1056472,benign, 667, 22, 8810, 4, 5569, 2240, 41, 350, 539, 0, 166, 33448, 405, 411, 37, 7225, 331, 7, 2, 11973, 9839, 18722, 142, 175, 144, 5802, 5462, 7754, 42, 35, 31, 8, 3, 1, 1, 25922, 29309, 31541, 2, 180, 232, 276
41,4,0, 1054155,benign, 622, 23, 8826, 1, 5569, 2244, 41, 350, 539, 0, 177, 33894, 405, 396, 34, 6582, 316, 13, 2, 12016, 9902, 18766, 166, 202, 142, 5569, 5710, 7778, 42, 35, 29, 8, 5, 8, 2, 25636, 29124, 31390, 3, 142, 194, 238
42,6,31, 1051113,benign, 533, 22, 8812, 0, 5571, 2235, 41, 350, 539, 0, 165, 33555, 405, 378, 37, 6492, 279, 7, 4, 11409, 9320, 18784, 122, 157, 142, 5783, 5470, 7752, 42, 35, 29, 8, 3, 7, 0, 25587, 28754, 31019, 2, 150, 202, 246
