num,reg,pos,loc,instraction,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
546,0x119650,24, 1061568,"  1032c0:	e3443000 	movt	r3, #16384	; 0x4000
",benign, 283, 199, 2888, 2, 1781, 1088, 1, 522, 728, 0, 244, 24163, 524, 3, 92, 2935, 1211, 415, 3, 14273, 6663, 8248, 0, 0, 33, 1861, 2047, 2937, 95, 0, 0, 17, 21, 115, 2, 24917, 16470, 19783, 1, 0, 0, 316
547,0x1203fc,7, 1061610,"  1032e8:	e2833010 	add	r3, r3, #16
",benign, 291, 198, 2869, 1, 1768, 1082, 1, 522, 734, 0, 237, 24278, 531, 3, 92, 2842, 1111, 413, 3, 14388, 6528, 8205, 0, 0, 34, 1851, 2057, 2899, 91, 0, 0, 17, 33, 132, 2, 24778, 16484, 19806, 1, 0, 0, 316
548,0x13be48,16, 1059518,"  102abc:	e51b1010 	ldr	r1, [fp, #-16]
",benign, 285, 198, 2889, 1, 1774, 1086, 1, 519, 725, 0, 246, 24172, 521, 3, 94, 2881, 1426, 413, 3, 14101, 6477, 8195, 0, 0, 33, 1853, 2037, 2920, 93, 0, 0, 18, 41, 134, 2, 24743, 16390, 19763, 1, 0, 0, 363
549,0x10ec2c,29, 1058078,"  10251c:	e1a02de3 	ror	r2, r3, #27
",benign, 284, 197, 2878, 2, 1777, 1083, 1, 528, 742, 0, 243, 24108, 539, 3, 92, 3077, 1192, 412, 3, 14232, 6388, 8292, 0, 0, 34, 1937, 2108, 2910, 91, 0, 0, 18, 22, 130, 2, 24813, 16358, 19677, 1, 0, 0, 316
550,0x11215c,29, 1062250,"  103568:	e5d22000 	ldrb	r2, [r2]
",benign, 291, 197, 2883, 2, 1781, 1081, 1, 528, 742, 0, 245, 24038, 539, 3, 91, 3107, 1248, 413, 3, 13988, 6374, 8249, 0, 0, 34, 1878, 2053, 2921, 93, 0, 0, 17, 21, 129, 2, 24977, 16527, 19826, 1, 0, 0, 316
551,0x12744c,19, 1060789,"  102fb4:	e0822003 	add	r2, r2, r3
",benign, 289, 196, 2890, 2, 1798, 1084, 1, 531, 747, 0, 250, 24285, 544, 3, 93, 3075, 1388, 613, 3, 14151, 6629, 8311, 0, 0, 34, 1895, 2069, 2937, 91, 0, 0, 17, 71, 130, 2, 24681, 16502, 19998, 1, 0, 0, 316
552,0x11087c,17, 1061960,"  103448:	e3530001 	cmp	r3, #1
",benign, 346, 256, 2880, 1, 1776, 1087, 1, 519, 725, 0, 245, 24266, 521, 3, 92, 3013, 1219, 413, 3, 14188, 6605, 8201, 0, 0, 33, 1922, 2083, 2918, 94, 0, 0, 17, 21, 128, 2, 24693, 16514, 19805, 1, 0, 0, 552
553,0x136674,1, 1061234,"  103170:	e320f000 	nop	{0}
",benign, 285, 199, 2889, 2, 1785, 1089, 1, 522, 728, 0, 251, 24201, 524, 3, 92, 2902, 1167, 415, 3, 14019, 6412, 8250, 0, 0, 33, 1858, 2039, 2918, 91, 0, 0, 17, 22, 130, 2, 24767, 16378, 19866, 1, 0, 0, 316
554,0x136150,6, 1062282,"  103588:	bafffff0 	blt	103550 <sha+0x140>
",benign, 281, 199, 2866, 2, 1768, 1088, 1, 519, 726, 0, 234, 23801, 522, 3, 94, 2760, 1454, 411, 3, 13955, 6055, 8163, 0, 0, 33, 1899, 2119, 2909, 93, 0, 0, 18, 22, 134, 2, 24510, 16349, 19631, 1, 0, 0, 316
555,0x1160a4,21, 1050209,"  100660:	e3403012 	movt	r3, #18
",benign, 285, 199, 2882, 2, 1775, 1086, 1, 519, 725, 0, 240, 24253, 521, 3, 93, 2809, 1215, 473, 3, 14057, 6121, 8172, 0, 0, 33, 1846, 2025, 2908, 91, 0, 0, 17, 34, 129, 2, 24843, 16362, 19665, 1, 0, 0, 316
556,0x117440,31, 1054339,"  101680:	e51b1010 	ldr	r1, [fp, #-16]
",benign, 289, 198, 2877, 2, 1778, 1083, 1, 528, 742, 0, 256, 24547, 539, 3, 92, 3109, 1163, 412, 3, 14068, 6211, 8270, 0, 0, 34, 1877, 2054, 2926, 93, 0, 0, 18, 22, 130, 2, 24972, 16523, 19809, 1, 0, 0, 372
557,0x136f9c,9, 1061245,"  10317c:	e92d4800 	push	{fp, lr}
",benign, 289, 197, 2867, 2, 1771, 1085, 1, 517, 721, 0, 242, 24224, 517, 3, 93, 3007, 1193, 415, 3, 14091, 6533, 8189, 0, 0, 33, 1844, 2021, 2917, 94, 0, 0, 18, 21, 114, 2, 24443, 16450, 19763, 1, 0, 0, 316
558,0x114bb4,9, 1054432,"  1016e0:	e50b300c 	str	r3, [fp, #-12]
",benign, 352, 256, 2849, 2, 1751, 1082, 1, 521, 727, 0, 251, 24176, 524, 3, 91, 2831, 1352, 413, 3, 13895, 6412, 8153, 0, 0, 34, 1845, 2017, 2884, 91, 0, 0, 17, 22, 132, 2, 24949, 16499, 19843, 1, 0, 0, 316
559,0x12de18,14, 1053546,"  101368:	e51b300c 	ldr	r3, [fp, #-12]
",benign, 285, 198, 2874, 1, 1767, 1082, 1, 521, 728, 0, 247, 24372, 524, 3, 94, 2723, 1259, 415, 3, 13884, 6189, 8190, 0, 0, 33, 1855, 2040, 2909, 93, 0, 0, 18, 22, 114, 2, 24781, 16193, 19561, 1, 0, 0, 316
560,0x1271dc,20, 1053318,"  101284:	e50b300c 	str	r3, [fp, #-12]
",benign, 285, 198, 2880, 2, 1773, 1086, 1, 519, 725, 0, 242, 24356, 521, 3, 93, 2994, 1440, 412, 3, 14204, 6442, 8204, 0, 0, 33, 1918, 2080, 2914, 93, 0, 0, 17, 21, 132, 2, 24685, 16372, 19642, 1, 0, 0, 316
561,0x1075fc,28, 1059293,"  1029dc:	e51b300c 	ldr	r3, [fp, #-12]
",benign, 283, 198, 2867, 2, 1764, 1081, 1, 521, 728, 0, 253, 24026, 524, 3, 94, 2568, 1240, 415, 3, 14060, 6113, 8230, 0, 0, 33, 1857, 2027, 2905, 91, 0, 0, 17, 42, 132, 2, 24760, 16331, 19836, 1, 0, 0, 316
562,0x123948,8, 1055854,"  101c6c:	e51b3018 	ldr	r3, [fp, #-24]	; 0xffffffe8
",benign, 288, 198, 2962, 2, 1835, 1099, 1, 528, 735, 0, 249, 24423, 531, 3, 90, 2804, 1091, 413, 3, 14048, 6383, 8436, 0, 0, 33, 1911, 2086, 2994, 92, 0, 0, 17, 22, 128, 2, 25138, 16690, 20259, 1, 0, 0, 316
563,0x106da8,17, 1060055,"  102cd4:	e1a02de3 	ror	r2, r3, #27
",benign, 286, 199, 2916, 2, 1792, 1089, 1, 522, 728, 0, 248, 24057, 524, 3, 92, 2945, 1443, 470, 3, 13981, 6352, 8237, 0, 0, 33, 1868, 2048, 2936, 93, 0, 0, 17, 22, 128, 2, 25095, 16505, 19785, 1, 0, 0, 316
564,0x11e58c,1, 1050794,"  1008a8:	e50b3014 	str	r3, [fp, #-20]	; 0xffffffec
",benign, 350, 197, 2891, 7, 1785, 1081, 1, 528, 742, 0, 240, 25109, 539, 3, 93, 3230, 1147, 419, 3, 15076, 7448, 8334, 0, 0, 34, 1870, 2074, 2920, 91, 0, 0, 18, 33, 138, 11, 25621, 17475, 20893, 4, 0, 0, 316
565,0x10f770,4, 1061471,"  10325c:	e51b2008 	ldr	r2, [fp, #-8]
",benign, 288, 198, 2864, 2, 1768, 1087, 1, 522, 734, 0, 238, 24083, 531, 3, 92, 2935, 1105, 412, 3, 14144, 6522, 8207, 0, 0, 34, 1850, 2060, 2902, 92, 0, 0, 18, 33, 134, 2, 24878, 16294, 19604, 1, 0, 0, 316
566,0x13d9cc,15, 1051848,"  100cc8:	e50b3018 	str	r3, [fp, #-24]	; 0xffffffe8
",benign, 295, 197, 2886, 1, 1788, 1083, 1, 527, 741, 0, 250, 24328, 538, 3, 92, 2680, 1602, 415, 3, 14202, 6307, 8279, 0, 0, 34, 1892, 2061, 2930, 94, 0, 0, 17, 22, 132, 2, 24722, 16524, 20022, 1, 0, 0, 316
567,0x11e648,25, 1053020,"  10115c:	e3073999 	movw	r3, #31129	; 0x7999
",benign, 290, 197, 2855, 2, 1752, 1081, 1, 521, 727, 0, 250, 24194, 524, 3, 92, 2908, 1217, 411, 3, 14531, 7029, 8147, 0, 0, 34, 1905, 2078, 2897, 94, 0, 0, 18, 33, 130, 2, 24883, 16309, 19562, 1, 0, 0, 316
568,0x124b5c,0, 1060731,"  102f78:	e5832018 	str	r2, [r3, #24]
",benign, 285, 199, 2821, 1, 1731, 1078, 1, 511, 711, 0, 229, 23850, 507, 3, 94, 2887, 1213, 411, 3, 13746, 6149, 8027, 0, 0, 33, 1775, 2008, 2843, 91, 0, 0, 17, 22, 115, 2, 24600, 16300, 19566, 1, 0, 0, 316
569,0x11ca78,26, 1058456,"  102698:	e0822003 	add	r2, r2, r3
",benign, 283, 198, 2884, 1, 1777, 1086, 1, 519, 725, 0, 244, 24094, 521, 3, 94, 2970, 1247, 415, 3, 14382, 6518, 8194, 0, 0, 33, 1846, 2033, 2905, 91, 0, 0, 17, 34, 128, 2, 24782, 16299, 19530, 1, 0, 0, 316
570,0x13409c,6, 1055497,"  101b08:	e50b3014 	str	r3, [fp, #-20]	; 0xffffffec
",benign, 291, 197, 2890, 2, 1782, 1084, 1, 528, 742, 0, 245, 24084, 539, 3, 92, 3011, 1180, 412, 3, 14315, 6871, 8299, 0, 0, 34, 1887, 2052, 2928, 93, 0, 0, 18, 22, 116, 2, 24797, 16586, 19877, 1, 0, 0, 316
571,0x10a9a0,12, 1058967,"  102894:	e50b300c 	str	r3, [fp, #-12]
",benign, 288, 198, 2884, 2, 1775, 1082, 1, 522, 734, 0, 238, 24284, 531, 3, 92, 2817, 1191, 473, 3, 14230, 6584, 8217, 0, 0, 34, 1846, 2039, 2902, 92, 0, 0, 17, 21, 128, 2, 24678, 16457, 19730, 1, 0, 0, 316
572,0x106bc0,11, 1060833,"  102fe0:	e5932014 	ldr	r2, [r3, #20]
",benign, 347, 256, 2896, 2, 1789, 1083, 1, 531, 747, 0, 247, 24305, 544, 3, 94, 3071, 1242, 413, 3, 14099, 6271, 8338, 0, 0, 34, 1890, 2055, 2924, 91, 0, 0, 18, 21, 134, 2, 24895, 16292, 19575, 1, 0, 0, 316
573,0x13d96c,18, 1058309,"  102604:	e50b3010 	str	r3, [fp, #-16]
",benign, 349, 256, 2904, 1, 1803, 1085, 1, 531, 747, 0, 255, 24393, 544, 3, 92, 3029, 1180, 415, 3, 13929, 6385, 8308, 0, 0, 34, 1905, 2072, 2943, 92, 0, 0, 18, 39, 117, 2, 24888, 16432, 19994, 1, 0, 0, 316
574,0x104220,4, 1059632,"  102b30:	e0211003 	eor	r1, r1, r3
",benign, 284, 198, 2889, 1, 1787, 1092, 1, 519, 725, 0, 244, 23978, 521, 3, 93, 2795, 1300, 415, 3, 13947, 6426, 8179, 0, 0, 33, 1851, 2030, 2920, 91, 0, 0, 17, 21, 128, 2, 24941, 16573, 19866, 1, 0, 0, 316
575,0x12fe10,15, 1057071,"  10212c:	e50b3010 	str	r3, [fp, #-16]
",benign, 288, 197, 2892, 2, 1785, 1083, 1, 522, 727, 0, 242, 24065, 523, 3, 95, 2818, 1377, 415, 3, 14143, 6335, 8170, 0, 0, 33, 1849, 2036, 2911, 92, 0, 0, 17, 22, 132, 2, 24793, 16612, 19904, 1, 0, 0, 316
576,0x126c24,12, 1052543,"  100f7c:	e3073999 	movw	r3, #31129	; 0x7999
",benign, 286, 199, 2879, 2, 1771, 1085, 1, 519, 725, 0, 245, 24151, 521, 3, 93, 2975, 1214, 398, 3, 14024, 6431, 8209, 0, 0, 33, 1848, 2025, 2918, 91, 0, 0, 17, 33, 132, 2, 24714, 16483, 19784, 1, 0, 0, 316
577,0x132ab8,13, 1060479,"  102e7c:	e50b300c 	str	r3, [fp, #-12]
",benign, 287, 198, 2883, 2, 1771, 1086, 1, 519, 725, 0, 247, 24282, 521, 3, 94, 2840, 1330, 412, 3, 14076, 6466, 8206, 0, 0, 33, 1848, 2022, 2914, 91, 0, 0, 18, 74, 114, 2, 24624, 16502, 19782, 1, 0, 0, 316
578,0x131948,14, 1062117,"  1034e4:	e0812002 	add	r2, r1, r2
",benign, 286, 197, 2897, 2, 1795, 1083, 1, 531, 747, 0, 252, 24257, 544, 3, 93, 3028, 1152, 395, 3, 14236, 6550, 8318, 0, 0, 34, 1897, 2070, 2933, 93, 0, 0, 17, 73, 115, 2, 24671, 16665, 20259, 1, 0, 0, 316
579,0x106190,4, 1054041,"  101558:	e0822003 	add	r2, r2, r3
",benign, 293, 195, 2892, 2, 1793, 1083, 1, 531, 747, 0, 251, 24284, 544, 3, 94, 2887, 1488, 395, 3, 14420, 6603, 8298, 0, 0, 34, 1898, 2061, 2938, 93, 0, 0, 18, 21, 134, 2, 25063, 16618, 19922, 1, 0, 0, 316
580,0x138d10,26, 1062435,"  103620:	e3530000 	cmp	r3, #0
",benign, 281, 199, 2893, 2, 1785, 1088, 1, 522, 728, 0, 249, 24204, 524, 3, 92, 2652, 1498, 415, 3, 14089, 6423, 8244, 0, 0, 33, 1868, 2057, 2918, 92, 0, 0, 17, 21, 115, 2, 24569, 16442, 19950, 1, 0, 0, 316
581,0x1048e8,13, 1060298,"  102dc8:	e51b301c 	ldr	r3, [fp, #-28]	; 0xffffffe4
",benign, 291, 197, 2890, 2, 1782, 1084, 1, 527, 741, 0, 254, 24536, 538, 3, 93, 2929, 1376, 412, 3, 14392, 6415, 8279, 0, 0, 34, 1884, 2057, 2927, 93, 0, 0, 17, 34, 128, 2, 24776, 16491, 19831, 1, 0, 0, 316
582,0x122df0,7, 1061216,"  103160:	e51b2008 	ldr	r2, [fp, #-8]
",benign, 287, 198, 2885, 2, 1778, 1083, 1, 528, 742, 0, 246, 24188, 539, 3, 92, 3036, 1279, 635, 3, 14546, 6842, 8291, 0, 0, 34, 1886, 2050, 2924, 93, 0, 0, 17, 71, 112, 2, 24679, 16473, 19792, 1, 0, 0, 316
583,0x125c3c,3, 1062344,"  1035c8:	e24bd004 	sub	sp, fp, #4
",benign, 292, 198, 2885, 2, 1788, 1082, 1, 527, 741, 0, 254, 24332, 538, 3, 92, 2998, 1223, 411, 3, 14164, 6354, 8283, 0, 0, 34, 1885, 2053, 2930, 91, 0, 0, 17, 33, 132, 2, 24960, 16485, 19959, 1, 0, 0, 316
584,0x100a30,11, 1054184,"  1015e8:	e51b3014 	ldr	r3, [fp, #-20]	; 0xffffffec
",benign, 282, 198, 2874, 2, 1781, 1082, 1, 521, 728, 0, 244, 24151, 524, 3, 94, 2519, 1651, 415, 3, 14072, 6158, 8215, 0, 0, 33, 1850, 2029, 2916, 93, 0, 0, 17, 38, 272, 2, 24882, 16512, 19828, 1, 0, 0, 316
585,0x1305c4,10, 1060730,"  102f78:	e5832018 	str	r2, [r3, #24]
",benign, 291, 197, 2889, 2, 1799, 1084, 1, 531, 747, 0, 247, 24291, 544, 3, 93, 3013, 1432, 395, 3, 14127, 6404, 8314, 0, 0, 34, 1902, 2061, 2933, 91, 0, 0, 18, 34, 130, 2, 24882, 16532, 19763, 1, 0, 0, 374
586,0x1245ec,1, 1058106,"  102538:	e51b3018 	ldr	r3, [fp, #-24]	; 0xffffffe8
",benign, 348, 256, 2896, 2, 1785, 1083, 1, 528, 742, 0, 251, 24356, 539, 3, 91, 2911, 1390, 411, 3, 14359, 6678, 8290, 0, 0, 34, 1873, 2046, 2921, 93, 0, 0, 18, 34, 114, 2, 24835, 16506, 19758, 1, 0, 0, 316
587,0x11e714,3, 1058075,"  102518:	e51b300c 	ldr	r3, [fp, #-12]
",benign, 285, 197, 2870, 2, 1771, 1087, 1, 519, 725, 0, 246, 24032, 521, 3, 93, 2898, 1218, 398, 3, 14327, 6657, 8206, 0, 0, 33, 1861, 2029, 2923, 94, 0, 0, 17, 46, 112, 2, 24883, 16333, 19585, 1, 0, 0, 316
588,0x130b08,30, 1056124,"  101d7c:	e0033000 	and	r3, r3, r0
",benign, 288, 197, 2886, 2, 1780, 1084, 1, 528, 742, 0, 254, 24263, 539, 3, 92, 2999, 1225, 415, 3, 13992, 6353, 8273, 0, 0, 34, 1889, 2034, 2928, 93, 0, 0, 18, 37, 117, 2, 24804, 16524, 19833, 1, 0, 0, 316
589,0x12bc7c,26, 1054848,"  101880:	e50b3014 	str	r3, [fp, #-20]	; 0xffffffec
",benign, 286, 198, 2878, 2, 1771, 1083, 1, 521, 728, 0, 248, 24250, 524, 3, 94, 2731, 1167, 398, 3, 13990, 6288, 8198, 0, 0, 33, 1850, 2030, 2914, 93, 0, 0, 17, 34, 129, 2, 24908, 16572, 19989, 1, 0, 0, 316
590,0x12ea90,27, 1061047,"  1030b4:	e50b3010 	str	r3, [fp, #-16]
",benign, 288, 197, 2874, 2, 1770, 1083, 1, 521, 728, 0, 246, 24080, 524, 3, 93, 3017, 1317, 411, 3, 14078, 6159, 8211, 0, 0, 33, 1862, 2038, 2914, 93, 0, 0, 18, 21, 134, 2, 24535, 16371, 19665, 1, 0, 0, 316
591,0x11981c,4, 1060605,"  102efc:	e24bd004 	sub	sp, fp, #4
",benign, 293, 198, 2870, 2, 1768, 1081, 1, 522, 734, 0, 238, 24082, 531, 3, 92, 2730, 1412, 411, 3, 14095, 6479, 8184, 0, 0, 34, 1895, 2120, 2904, 92, 0, 0, 18, 21, 132, 2, 24809, 16469, 19740, 1, 0, 0, 316
592,0x128e9c,0, 1061551,"  1032ac:	e50b3008 	str	r3, [fp, #-8]
",benign, 281, 198, 2809, 2, 1722, 1082, 1, 511, 711, 0, 233, 23590, 507, 3, 94, 2908, 1135, 397, 3, 14091, 6458, 8007, 0, 0, 33, 1791, 1996, 2860, 93, 0, 0, 18, 21, 134, 2, 24175, 16541, 19962, 1, 0, 0, 375
593,0x126e30,1, 1053683,"  1013f0:	e51b300c 	ldr	r3, [fp, #-12]
",benign, 346, 258, 2871, 2, 1778, 1084, 1, 521, 728, 0, 249, 24179, 524, 3, 94, 2985, 1267, 415, 3, 14227, 6462, 8202, 0, 0, 33, 1856, 2028, 2913, 91, 0, 0, 17, 71, 112, 2, 24588, 16232, 19604, 1, 0, 0, 316
594,0x108314,8, 1056993,"  1020e0:	e0033000 	and	r3, r3, r0
",benign, 292, 197, 2859, 1, 1752, 1082, 1, 521, 727, 0, 250, 24284, 524, 3, 92, 3020, 1097, 676, 3, 14250, 6489, 8146, 0, 0, 34, 1846, 2025, 2895, 94, 0, 0, 17, 21, 112, 2, 24794, 16477, 19820, 1, 0, 0, 316
595,0x13c408,27, 1052911,"  1010ec:	e0823003 	add	r3, r2, r3
",benign, 285, 198, 2864, 2, 1766, 1081, 1, 521, 728, 0, 245, 23908, 524, 3, 93, 2672, 1474, 413, 3, 14002, 6367, 8202, 0, 0, 33, 1860, 2030, 2908, 91, 0, 0, 17, 21, 130, 2, 24770, 16209, 19495, 1, 0, 0, 316
596,0x120ed4,21, 1058317,"  10260c:	e50b300c 	str	r3, [fp, #-12]
",benign, 288, 199, 2814, 2, 1720, 1077, 1, 511, 711, 0, 229, 23725, 507, 3, 93, 2968, 1238, 414, 3, 13888, 6281, 8000, 0, 0, 33, 1771, 1996, 2850, 93, 0, 0, 17, 22, 132, 2, 24482, 16054, 19319, 1, 0, 0, 316
597,0x120ea4,23, 1056643,"  101f80:	e51b30a8 	ldr	r3, [fp, #-168]	; 0xffffff58
",benign, 284, 198, 2874, 1, 1766, 1082, 1, 521, 728, 0, 246, 24376, 524, 3, 94, 2974, 1166, 395, 3, 13962, 6296, 8222, 0, 0, 33, 1851, 2025, 2909, 92, 0, 0, 17, 22, 130, 2, 24601, 16328, 19821, 1, 0, 0, 316
598,0x1024b8,0, 1050729,"  100868:	e3a03000 	mov	r3, #0
",benign, 364, 195, 2895, 7, 1790, 1083, 1, 531, 747, 0, 241, 24913, 544, 3, 93, 3303, 1190, 416, 3, 14840, 7263, 8378, 0, 0, 34, 1881, 2078, 2921, 91, 0, 0, 18, 34, 119, 8, 25249, 16983, 20410, 4, 0, 0, 316
599,0x13a2e0,10, 1050835,"  1008d0:	e0823003 	add	r3, r2, r3
",benign, 373, 197, 2862, 8, 1754, 1080, 1, 521, 727, 0, 245, 24688, 524, 3, 92, 2865, 1109, 415, 3, 14967, 7565, 8211, 0, 0, 34, 1895, 2099, 2881, 91, 0, 0, 17, 33, 135, 6, 25422, 16946, 20379, 4, 0, 0, 316
600,0x10f60c,4, 1060937,"  103048:	e2433040 	sub	r3, r3, #64	; 0x40
",benign, 341, 254, 2867, 2, 1765, 1082, 1, 521, 728, 0, 247, 24167, 524, 3, 94, 2950, 1275, 395, 3, 14118, 6329, 8207, 0, 0, 33, 1851, 2032, 2904, 91, 0, 0, 18, 22, 114, 2, 24575, 16202, 19473, 1, 0, 0, 316
601,0x1395b4,9, 1052082,"  100db0:	e50b301c 	str	r3, [fp, #-28]	; 0xffffffe4
",benign, 284, 196, 2867, 2, 1774, 1086, 1, 517, 721, 0, 238, 23858, 517, 3, 93, 2752, 1411, 559, 3, 13969, 6314, 8163, 0, 0, 33, 1850, 2017, 2912, 91, 0, 0, 17, 22, 114, 2, 24558, 16423, 19724, 1, 0, 0, 316
602,0x11fb44,27, 1053630,"  1013bc:	e0823003 	add	r3, r2, r3
",benign, 293, 197, 2854, 2, 1754, 1080, 1, 521, 727, 0, 252, 24000, 524, 3, 92, 2987, 1197, 415, 3, 14038, 6645, 8143, 0, 0, 34, 1862, 2019, 2900, 94, 0, 0, 17, 22, 130, 2, 24629, 16358, 19671, 1, 0, 0, 316
603,0x1190f4,26, 1059241,"  1029a8:	e0823003 	add	r3, r2, r3
",benign, 292, 198, 2892, 2, 1783, 1082, 1, 528, 742, 0, 246, 24229, 539, 3, 92, 2876, 1208, 411, 3, 13923, 6436, 8264, 0, 0, 34, 1885, 2035, 2917, 91, 0, 0, 17, 33, 128, 2, 24904, 16512, 20035, 1, 0, 0, 375
604,0x10a71c,4, 1060417,"  102e40:	e0822003 	add	r2, r2, r3
",benign, 285, 197, 2870, 2, 1764, 1086, 1, 517, 721, 0, 242, 24002, 517, 3, 93, 3072, 1215, 415, 3, 14154, 6585, 8153, 0, 0, 33, 1840, 2021, 2904, 91, 0, 0, 17, 21, 115, 2, 24852, 16276, 19547, 1, 0, 0, 316
605,0x12713c,25, 1054543,"  10174c:	e50b300c 	str	r3, [fp, #-12]
",benign, 288, 196, 2872, 1, 1767, 1086, 1, 517, 721, 0, 245, 24032, 517, 3, 93, 2629, 1406, 415, 3, 14208, 6551, 8179, 0, 0, 33, 1911, 2091, 2913, 92, 0, 0, 17, 41, 130, 2, 24720, 16271, 19599, 1, 0, 0, 316
606,0x12c144,30, 1050047,"  1005bc:	e51b2008 	ldr	r2, [fp, #-8]
",benign, 391, 196, 2854, 4, 1755, 1081, 1, 521, 727, 0, 247, 25051, 524, 3, 90, 3197, 1352, 407, 3, 14925, 7465, 8232, 0, 0, 34, 1828, 2041, 2881, 91, 0, 0, 17, 36, 121, 5, 25575, 17315, 20868, 3, 0, 0, 316
607,0x10fff4,29, 1053992,"  101528:	e50b3010 	str	r3, [fp, #-16]
",benign, 291, 196, 2847, 1, 1757, 1080, 1, 521, 727, 0, 263, 24032, 524, 3, 91, 2978, 1180, 397, 3, 14035, 6506, 8151, 0, 0, 34, 1833, 2012, 2899, 92, 0, 0, 18, 22, 114, 2, 24722, 16277, 19613, 1, 0, 0, 372
608,0x12d798,1, 1062315,"  1035a8:	e1a00003 	mov	r0, r3
",benign, 284, 198, 2890, 2, 1781, 1086, 1, 521, 728, 0, 252, 24195, 524, 3, 93, 2952, 1235, 395, 3, 14160, 6450, 8211, 0, 0, 33, 1856, 2027, 2910, 91, 0, 0, 17, 245, 129, 2, 25113, 16461, 19748, 1, 0, 0, 316
609,0x1130d0,20, 1057516,"  1022ec:	e30b3cdc 	movw	r3, #48348	; 0xbcdc
",benign, 288, 197, 2885, 2, 1772, 1085, 1, 519, 725, 0, 241, 23996, 521, 3, 93, 2956, 1220, 415, 3, 14204, 6534, 8216, 0, 0, 33, 1851, 2039, 2920, 93, 0, 0, 18, 22, 134, 2, 24750, 16546, 19901, 1, 0, 0, 316
610,0x1210c8,3, 1050957,"  10094c:	e24ddf5a 	sub	sp, sp, #360	; 0x168
",benign, 286, 198, 2870, 2, 1769, 1082, 1, 521, 728, 0, 247, 24185, 524, 3, 94, 2610, 1523, 415, 3, 13910, 6377, 8199, 0, 0, 33, 1853, 2035, 2917, 93, 0, 0, 17, 21, 128, 2, 24568, 16334, 19799, 1, 0, 0, 316
611,0x109e44,3, 1056673,"  101fa0:	e51b3014 	ldr	r3, [fp, #-20]	; 0xffffffec
",benign, 293, 198, 2867, 2, 1767, 1080, 1, 522, 734, 0, 245, 24110, 531, 3, 93, 2774, 1216, 415, 3, 14096, 6614, 8204, 0, 0, 34, 1837, 2057, 2895, 91, 0, 0, 17, 34, 132, 2, 24556, 16520, 19772, 1, 0, 0, 316
612,0x106288,24, 1054550,"  101754:	e1a02de3 	ror	r2, r3, #27
",benign, 285, 199, 2867, 1, 1767, 1082, 1, 520, 725, 0, 242, 24203, 521, 3, 95, 3308, 1251, 398, 3, 14090, 6465, 8208, 0, 0, 33, 1851, 2036, 2903, 91, 0, 0, 17, 22, 132, 2, 24428, 16545, 19831, 1, 0, 0, 316
613,0x12f8f8,20, 1051445,"  100b34:	e51b301c 	ldr	r3, [fp, #-28]	; 0xffffffe4
",benign, 285, 198, 2883, 1, 1782, 1088, 1, 519, 725, 0, 239, 24071, 521, 3, 94, 2787, 1348, 415, 3, 14180, 6326, 8202, 0, 0, 33, 1861, 2028, 2920, 93, 0, 0, 17, 21, 132, 2, 24753, 16443, 19952, 1, 0, 0, 316
614,0x1388fc,28, 1050713,"  100858:	e0823003 	add	r3, r2, r3
",benign, 287, 197, 2888, 2, 1781, 1083, 1, 528, 742, 0, 259, 24122, 539, 3, 91, 3217, 1200, 415, 3, 14546, 6812, 8275, 0, 0, 34, 1884, 2059, 2926, 95, 0, 0, 17, 33, 115, 2, 24908, 16402, 19739, 1, 0, 0, 316
615,0x120838,23, 1060900,"  103024:	e51b100c 	ldr	r1, [fp, #-12]
",benign, 288, 196, 2909, 2, 1808, 1089, 1, 531, 747, 0, 250, 24347, 544, 3, 93, 2940, 1249, 415, 3, 14364, 6694, 8355, 0, 0, 34, 1890, 2062, 2922, 91, 0, 0, 17, 22, 130, 2, 24834, 16625, 19932, 1, 0, 0, 372
616,0x12623c,10, 1053593,"  101398:	e0033000 	and	r3, r3, r0
",benign, 283, 199, 2873, 1, 1775, 1084, 1, 520, 725, 0, 252, 24323, 521, 3, 96, 2813, 1220, 411, 3, 14188, 6624, 8190, 0, 0, 33, 1855, 2035, 2909, 94, 0, 0, 17, 70, 112, 2, 24611, 16265, 19608, 1, 0, 0, 316
617,0x10bbac,15, 1060035,"  102cc0:	e51b300c 	ldr	r3, [fp, #-12]
",benign, 286, 198, 2872, 2, 1765, 1081, 1, 521, 728, 0, 244, 23942, 524, 3, 95, 2770, 1441, 474, 3, 13840, 6203, 8194, 0, 0, 33, 1863, 2027, 2916, 94, 0, 0, 17, 22, 112, 2, 24522, 16210, 19476, 1, 0, 0, 316
618,0x131d84,9, 1058715,"  102798:	e50b301c 	str	r3, [fp, #-28]	; 0xffffffe4
",benign, 291, 198, 2891, 2, 1784, 1083, 1, 527, 741, 0, 259, 24438, 538, 3, 94, 3030, 1233, 457, 3, 13917, 6474, 8301, 0, 0, 34, 1881, 2053, 2929, 93, 0, 0, 17, 22, 115, 2, 24944, 16518, 19815, 1, 0, 0, 316
