num,reg,pos,loc,reg,pos,loc,reg,pos,loc,instraction,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
68,r0,25, 1070122,"  105428:	e1a03c23 	lsr	r3, r3, #24
",r0,31, 1070122,"  105428:	e1a03c23 	lsr	r3, r3, #24
",r1,8, 1070122,"  105428:	e1a03c23 	lsr	r3, r3, #24
",SDC, 851, 353, 3853, 2, 2951, 865, 1, 324, 503, 13, 234, 46080, 293, 3, 237, 5071, 11412, 415, 11, 32437, 8592, 11729, 0, 0, 26, 3159, 3188, 3929, 36, 0, 0, 17, 21, 136, 2, 46283, 37807, 41553, 1, 0, 0, 316
69,r0,0, 1064324,"  103d84:	e5931000 	ldr	r1, [r3]
",r3,23, 1064324,"  103d84:	e5931000 	ldr	r1, [r3]
",r3,22, 1064324,"  103d84:	e5931000 	ldr	r1, [r3]
",SDC, 620, 345, 3857, 4, 2965, 880, 1, 325, 503, 12, 239, 44791, 293, 3, 233, 4768, 11234, 410, 12, 31558, 6856, 11689, 0, 0, 26, 3191, 3150, 3958, 35, 0, 0, 17, 21, 126, 4, 45280, 36170, 39890, 1, 0, 0, 316
70,r2,17, 1074861,"  1066ac:	e3403011 	movt	r3, #17
",r3,11, 1074861,"  1066ac:	e3403011 	movt	r3, #17
",r3,25, 1074861,"  1066ac:	e3403011 	movt	r3, #17
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
71,r0,29, 1073726,"  10623c:	e0211003 	eor	r1, r1, r3
",r0,30, 1073726,"  10623c:	e0211003 	eor	r1, r1, r3
",r0,10, 1073726,"  10623c:	e0211003 	eor	r1, r1, r3
",benign, 883, 226, 3835, 2, 2961, 846, 1, 340, 505, 12, 228, 45684, 294, 3, 239, 4700, 11501, 408, 15, 32864, 8031, 11624, 0, 0, 26, 3139, 3174, 3832, 35, 0, 0, 17, 21, 125, 2, 46498, 37670, 41348, 1, 0, 0, 317
72,r1,22, 1066790,"  104724:	e0233001 	eor	r3, r3, r1
",r3,6, 1066790,"  104724:	e0233001 	eor	r3, r3, r1
",r3,20, 1066790,"  104724:	e0233001 	eor	r3, r3, r1
",SDC, 752, 344, 3865, 2, 2968, 868, 1, 324, 503, 13, 234, 45475, 293, 3, 241, 4457, 11563, 408, 16, 32010, 8165, 11758, 0, 0, 26, 3195, 3155, 3924, 37, 0, 0, 19, 23, 136, 2, 45985, 37316, 40882, 1, 0, 0, 317
73,r2,4, 1071317,"  1058d4:	e3403011 	movt	r3, #17
",r2,22, 1071317,"  1058d4:	e3403011 	movt	r3, #17
",r2,21, 1071317,"  1058d4:	e3403011 	movt	r3, #17
",SDC, 882, 350, 3859, 2, 2960, 864, 1, 324, 504, 12, 232, 45990, 293, 3, 234, 4228, 11483, 410, 11, 32814, 7887, 11727, 0, 0, 26, 3177, 3171, 3915, 35, 0, 0, 19, 23, 138, 2, 45572, 37548, 41090, 1, 0, 0, 316
74,r2,9, 1063886,"  103bcc:	e51b2010 	ldr	r2, [fp, #-16]
",r0,7, 1063886,"  103bcc:	e51b2010 	ldr	r2, [fp, #-16]
",r1,12, 1063886,"  103bcc:	e51b2010 	ldr	r2, [fp, #-16]
",SDC, 698, 353, 3844, 2, 2940, 871, 1, 324, 504, 12, 235, 45751, 293, 3, 240, 4447, 11684, 410, 14, 32604, 7841, 11703, 0, 0, 26, 3215, 3138, 3914, 39, 0, 0, 19, 23, 127, 2, 45917, 37614, 41072, 1, 0, 0, 316
75,r2,14, 1079176,"  107788:	e1a01003 	mov	r1, r3
",r0,11, 1079176,"  107788:	e1a01003 	mov	r1, r3
",r3,16, 1079176,"  107788:	e1a01003 	mov	r1, r3
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,r1,15, 1064343,"  103d94:	e51b3008 	ldr	r3, [fp, #-8]
",r0,25, 1064343,"  103d94:	e51b3008 	ldr	r3, [fp, #-8]
",r3,13, 1064343,"  103d94:	e51b3008 	ldr	r3, [fp, #-8]
",SDC, 638, 224, 3873, 2, 2978, 876, 1, 325, 503, 13, 231, 45695, 293, 3, 243, 4510, 11803, 410, 11, 32399, 8004, 11744, 0, 0, 26, 3195, 3131, 3923, 34, 0, 0, 19, 23, 128, 2, 45974, 37887, 41359, 1, 0, 0, 317
77,r1,8, 1068563,"  104e10:	e51b3028 	ldr	r3, [fp, #-40]	; 0xffffffd8
",r2,0, 1068563,"  104e10:	e51b3028 	ldr	r3, [fp, #-40]	; 0xffffffd8
",r3,5, 1068563,"  104e10:	e51b3028 	ldr	r3, [fp, #-40]	; 0xffffffd8
",SDC, 799, 345, 3851, 2, 2953, 865, 1, 324, 503, 13, 234, 45275, 293, 3, 239, 4396, 12325, 408, 13, 32425, 7752, 11738, 0, 0, 26, 3198, 3169, 3913, 37, 0, 0, 17, 21, 125, 2, 46212, 37665, 41147, 1, 0, 0, 316
78,r2,13, 1066464,"  1045e0:	e1a00003 	mov	r0, r3
",r2,23, 1066464,"  1045e0:	e1a00003 	mov	r0, r3
",r0,24, 1066464,"  1045e0:	e1a00003 	mov	r0, r3
",SDC, 642, 357, 3866, 4, 2964, 866, 1, 324, 503, 12, 231, 44417, 293, 3, 234, 3756, 11138, 409, 10, 31281, 6903, 11642, 0, 0, 26, 3175, 3160, 3917, 36, 0, 0, 17, 21, 136, 4, 44635, 36433, 39969, 1, 0, 0, 317
79,r0,30, 1067849,"  104b48:	e3403011 	movt	r3, #17
",r3,10, 1067849,"  104b48:	e3403011 	movt	r3, #17
",r2,30, 1067849,"  104b48:	e3403011 	movt	r3, #17
",SDC, 768, 355, 3847, 2, 2961, 870, 1, 324, 504, 13, 229, 46112, 293, 3, 241, 4179, 11900, 596, 16, 32441, 7928, 11744, 0, 0, 26, 3194, 3158, 3919, 38, 0, 0, 19, 23, 137, 2, 46181, 37652, 41362, 1, 0, 0, 316
80,r0,2, 1068914,"  104f70:	e1a00003 	mov	r0, r3
",r2,22, 1068914,"  104f70:	e1a00003 	mov	r0, r3
",r3,26, 1068914,"  104f70:	e1a00003 	mov	r0, r3
",SDC, 810, 352, 3859, 2, 2958, 866, 1, 324, 504, 12, 232, 45750, 293, 3, 240, 4276, 11704, 419, 14, 32365, 7868, 11778, 0, 0, 26, 3178, 3180, 3915, 33, 0, 0, 19, 24, 137, 2, 46170, 37801, 41373, 1, 0, 0, 316
81,r0,30, 1066317,"  10454c:	e30b3cc0 	movw	r3, #48320	; 0xbcc0
",r0,22, 1066317,"  10454c:	e30b3cc0 	movw	r3, #48320	; 0xbcc0
",r3,14, 1066317,"  10454c:	e30b3cc0 	movw	r3, #48320	; 0xbcc0
",SDC, 723, 1233, 3856, 2, 2961, 873, 1, 324, 503, 13, 232, 46017, 293, 3, 245, 4893, 11856, 420, 14, 32625, 8426, 11722, 0, 0, 26, 3185, 3180, 3926, 36, 0, 0, 17, 21, 125, 2, 46180, 37776, 41241, 1, 0, 0, 316
82,r2,14, 1068842,"  104f28:	e1a00003 	mov	r0, r3
",r1,11, 1068842,"  104f28:	e1a00003 	mov	r0, r3
",r0,14, 1068842,"  104f28:	e1a00003 	mov	r0, r3
",SDC, 809, 351, 3849, 2, 2961, 871, 1, 324, 504, 13, 230, 45199, 293, 3, 240, 4080, 11736, 409, 14, 32035, 7514, 11771, 0, 0, 26, 3183, 3162, 3930, 37, 0, 0, 17, 21, 144, 2, 45794, 37285, 40839, 1, 0, 0, 316
83,r2,19, 1068709,"  104ea4:	e0211003 	eor	r1, r1, r3
",r3,10, 1068709,"  104ea4:	e0211003 	eor	r1, r1, r3
",r2,26, 1068709,"  104ea4:	e0211003 	eor	r1, r1, r3
",SDC, 812, 356, 3848, 2, 2966, 870, 1, 324, 504, 13, 236, 45336, 293, 3, 241, 4679, 11461, 419, 13, 32186, 7722, 11765, 0, 0, 26, 3188, 3169, 3922, 35, 0, 0, 19, 23, 128, 2, 45953, 37291, 40790, 1, 0, 0, 317
84,r2,19, 1077210,"  106fd8:	e3403011 	movt	r3, #17
",r3,13, 1077210,"  106fd8:	e3403011 	movt	r3, #17
",r0,3, 1077210,"  106fd8:	e3403011 	movt	r3, #17
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,r0,16, 1073251,"  106060:	e1a00003 	mov	r0, r3
",r1,9, 1073251,"  106060:	e1a00003 	mov	r0, r3
",r2,25, 1073251,"  106060:	e1a00003 	mov	r0, r3
",SDC, 873, 223, 3832, 2, 2969, 855, 1, 338, 504, 12, 236, 46097, 293, 3, 236, 4633, 11889, 408, 14, 33065, 8231, 11634, 0, 0, 26, 3163, 3165, 3857, 38, 0, 0, 19, 23, 127, 2, 46390, 37857, 41366, 1, 0, 0, 317
86,r3,17, 1068950,"  104f94:	e2833014 	add	r3, r3, #20
",r3,4, 1068950,"  104f94:	e2833014 	add	r3, r3, #20
",r3,19, 1068950,"  104f94:	e2833014 	add	r3, r3, #20
",SDC, 804, 354, 3868, 3, 2964, 867, 1, 324, 504, 14, 243, 46255, 293, 3, 242, 4604, 11520, 511, 14, 32764, 8260, 11793, 0, 0, 26, 3180, 3186, 3919, 34, 0, 0, 17, 21, 218, 7, 46341, 38016, 41588, 2, 0, 0, 317
87,r1,27, 1072276,"  105c94:	e0233001 	eor	r3, r3, r1
",r0,22, 1072276,"  105c94:	e0233001 	eor	r3, r3, r1
",r3,9, 1072276,"  105c94:	e0233001 	eor	r3, r3, r1
",SDC, 822, 348, 3860, 4, 2957, 865, 1, 324, 504, 13, 236, 44214, 293, 3, 235, 4831, 10708, 419, 10, 31378, 7061, 11606, 0, 0, 26, 3176, 3183, 3936, 38, 0, 0, 17, 21, 125, 4, 44694, 35775, 39436, 1, 0, 0, 317
88,r1,15, 1082160,"  108330:	e6ef3073 	uxtb	r3, r3
",r3,17, 1082160,"  108330:	e6ef3073 	uxtb	r3, r3
",r3,0, 1082160,"  108330:	e6ef3073 	uxtb	r3, r3
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,r0,21, 1066807,"  104734:	e283301c 	add	r3, r3, #28
",r1,31, 1066807,"  104734:	e283301c 	add	r3, r3, #28
",r3,14, 1066807,"  104734:	e283301c 	add	r3, r3, #28
",SDC, 674, 226, 3882, 2, 3009, 875, 1, 325, 503, 13, 238, 45996, 293, 3, 238, 4167, 11923, 409, 11, 32680, 8019, 11769, 0, 0, 26, 3170, 3179, 3936, 35, 0, 0, 19, 23, 146, 2, 46698, 37800, 41353, 1, 0, 0, 317
90,r0,22, 1077578,"  107148:	e3403011 	movt	r3, #17
",r0,1, 1077578,"  107148:	e3403011 	movt	r3, #17
",r3,22, 1077578,"  107148:	e3403011 	movt	r3, #17
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,r1,21, 1066539,"  104628:	e1a03423 	lsr	r3, r3, #8
",r1,0, 1066539,"  104628:	e1a03423 	lsr	r3, r3, #8
",r2,19, 1066539,"  104628:	e1a03423 	lsr	r3, r3, #8
",SDC, 667, 222, 3884, 2, 2992, 876, 1, 324, 504, 13, 232, 45423, 293, 3, 238, 4371, 11415, 409, 14, 32283, 7952, 11736, 0, 0, 26, 3177, 3185, 3921, 35, 0, 0, 19, 23, 137, 2, 46238, 37400, 40918, 1, 0, 0, 316
92,r2,8, 1082728,"  108568:	e1a03823 	lsr	r3, r3, #16
",r3,6, 1082728,"  108568:	e1a03823 	lsr	r3, r3, #16
",r3,11, 1082728,"  108568:	e1a03823 	lsr	r3, r3, #16
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,r1,24, 1062804,"  103794:	e283300c 	add	r3, r3, #12
",r1,21, 1062804,"  103794:	e283300c 	add	r3, r3, #12
",r2,27, 1062804,"  103794:	e283300c 	add	r3, r3, #12
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,r3,6, 1073258,"  106068:	e3403011 	movt	r3, #17
",r2,0, 1073258,"  106068:	e3403011 	movt	r3, #17
",r2,6, 1073258,"  106068:	e3403011 	movt	r3, #17
",SDC, 873, 223, 3842, 2, 2970, 858, 1, 336, 503, 14, 221, 45224, 293, 3, 237, 4456, 11202, 409, 12, 32038, 7653, 11632, 0, 0, 26, 3155, 3172, 3864, 36, 0, 0, 17, 21, 125, 2, 45717, 36756, 40472, 1, 0, 0, 317
95,r1,6, 1073294,"  10608c:	e3403011 	movt	r3, #17
",r2,28, 1073294,"  10608c:	e3403011 	movt	r3, #17
",r2,29, 1073294,"  10608c:	e3403011 	movt	r3, #17
",SDC, 950, 351, 3825, 2, 2937, 848, 1, 336, 504, 12, 223, 45901, 293, 3, 238, 3951, 12105, 409, 17, 32417, 7811, 11704, 0, 0, 26, 3185, 3154, 3858, 35, 0, 0, 19, 24, 127, 2, 46489, 37620, 41345, 1, 0, 0, 316
96,r1,18, 1072769,"  105e80:	e30b3cc0 	movw	r3, #48320	; 0xbcc0
",r0,29, 1072769,"  105e80:	e30b3cc0 	movw	r3, #48320	; 0xbcc0
",r1,25, 1072769,"  105e80:	e30b3cc0 	movw	r3, #48320	; 0xbcc0
",SDC, 931, 357, 3851, 3, 2966, 867, 1, 324, 504, 12, 232, 45937, 293, 3, 246, 3979, 11975, 420, 13, 32313, 7638, 11787, 0, 0, 26, 3182, 3185, 3928, 38, 0, 0, 17, 21, 146, 6, 46018, 37641, 41362, 2, 0, 0, 316
0,r1,20, 1076388,"  106ca4:	e3403011 	movt	r3, #17
",r0,5, 1076388,"  106ca4:	e3403011 	movt	r3, #17
",r2,10, 1076388,"  106ca4:	e3403011 	movt	r3, #17
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,r0,31, 1067949,"  104bac:	e1a03823 	lsr	r3, r3, #16
",r3,28, 1067949,"  104bac:	e1a03823 	lsr	r3, r3, #16
",r3,1, 1067949,"  104bac:	e1a03823 	lsr	r3, r3, #16
",benign, 711, 232, 3826, 2, 2965, 851, 1, 340, 504, 13, 218, 45805, 294, 3, 243, 4237, 11937, 408, 12, 32591, 8141, 11618, 0, 0, 26, 3134, 3194, 3846, 37, 0, 0, 17, 21, 126, 2, 45790, 37619, 41321, 1, 0, 0, 316
2,r3,9, 1072699,"  105e38:	e0211003 	eor	r1, r1, r3
",r0,3, 1072699,"  105e38:	e0211003 	eor	r1, r1, r3
",r0,7, 1072699,"  105e38:	e0211003 	eor	r1, r1, r3
",SDC, 921, 349, 3858, 2, 2955, 868, 1, 324, 503, 13, 238, 46136, 293, 3, 237, 3913, 11948, 409, 14, 32512, 7285, 11753, 0, 0, 26, 3171, 3175, 3916, 36, 0, 0, 17, 21, 126, 2, 45969, 37790, 41281, 1, 0, 0, 317
3,r1,3, 1080257,"  107bc0:	e51b3018 	ldr	r3, [fp, #-24]	; 0xffffffe8
",r2,6, 1080257,"  107bc0:	e51b3018 	ldr	r3, [fp, #-24]	; 0xffffffe8
",r3,31, 1080257,"  107bc0:	e51b3018 	ldr	r3, [fp, #-24]	; 0xffffffe8
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,r2,2, 1082253,"  10838c:	e3403011 	movt	r3, #17
",r1,25, 1082253,"  10838c:	e3403011 	movt	r3, #17
",r1,4, 1082253,"  10838c:	e3403011 	movt	r3, #17
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,r3,0, 1074608,"  1065b0:	e3403011 	movt	r3, #17
",r2,3, 1074608,"  1065b0:	e3403011 	movt	r3, #17
",r2,14, 1074608,"  1065b0:	e3403011 	movt	r3, #17
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,r1,11, 1079789,"  1079ec:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",r0,16, 1079789,"  1079ec:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",r3,27, 1079789,"  1079ec:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,r1,28, 1081579,"  1080e8:	e0233001 	eor	r3, r3, r1
",r1,4, 1081579,"  1080e8:	e0233001 	eor	r3, r3, r1
",r1,5, 1081579,"  1080e8:	e0233001 	eor	r3, r3, r1
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,r1,26, 1070512,"  1055b0:	e1a00003 	mov	r0, r3
",r3,7, 1070512,"  1055b0:	e1a00003 	mov	r0, r3
",r1,29, 1070512,"  1055b0:	e1a00003 	mov	r0, r3
",SDC, 693, 228, 3871, 5, 2992, 877, 1, 324, 503, 12, 246, 45342, 293, 3, 242, 4518, 12388, 509, 19, 32093, 6504, 11671, 0, 0, 26, 3179, 3165, 3930, 37, 0, 0, 17, 21, 216, 8, 45824, 36922, 40559, 2, 0, 0, 316
9,r2,2, 1081426,"  108050:	e0233001 	eor	r3, r3, r1
",r2,25, 1081426,"  108050:	e0233001 	eor	r3, r3, r1
",r1,8, 1081426,"  108050:	e0233001 	eor	r3, r3, r1
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,r1,5, 1081485,"  10808c:	e1a00003 	mov	r0, r3
",r3,9, 1081485,"  10808c:	e1a00003 	mov	r0, r3
",r1,16, 1081485,"  10808c:	e1a00003 	mov	r0, r3
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,r0,19, 1073403,"  1060f8:	e1a00003 	mov	r0, r3
",r0,12, 1073403,"  1060f8:	e1a00003 	mov	r0, r3
",r2,29, 1073403,"  1060f8:	e1a00003 	mov	r0, r3
",SDC, 883, 225, 3848, 2, 2960, 849, 1, 339, 504, 13, 225, 46111, 293, 3, 235, 4580, 11726, 408, 14, 32790, 8121, 11618, 0, 0, 26, 3158, 3165, 3848, 35, 0, 0, 19, 23, 128, 2, 46346, 37928, 41491, 1, 0, 0, 316
12,r3,18, 1080288,"  107be0:	e0211003 	eor	r1, r1, r3
",r0,20, 1080288,"  107be0:	e0211003 	eor	r1, r1, r3
",r0,17, 1080288,"  107be0:	e0211003 	eor	r1, r1, r3
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,r2,30, 1070786,"  1056c0:	e6ef3073 	uxtb	r3, r3
",r1,17, 1070786,"  1056c0:	e6ef3073 	uxtb	r3, r3
",r2,11, 1070786,"  1056c0:	e6ef3073 	uxtb	r3, r3
",SDC, 794, 227, 3896, 2, 2997, 873, 1, 324, 504, 13, 230, 46557, 293, 3, 238, 4513, 11770, 409, 12, 33308, 7999, 11781, 0, 0, 26, 3135, 3222, 3919, 36, 0, 0, 19, 23, 137, 2, 46705, 37932, 41621, 1, 0, 0, 317
14,r3,9, 1080234,"  107ba8:	e51b3014 	ldr	r3, [fp, #-20]	; 0xffffffec
",r3,7, 1080234,"  107ba8:	e51b3014 	ldr	r3, [fp, #-20]	; 0xffffffec
",r2,18, 1080234,"  107ba8:	e51b3014 	ldr	r3, [fp, #-20]	; 0xffffffec
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,r1,3, 1065368,"  104198:	e2831004 	add	r1, r3, #4
",r3,3, 1065368,"  104198:	e2831004 	add	r1, r3, #4
",r1,31, 1065368,"  104198:	e2831004 	add	r1, r3, #4
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,r3,16, 1078097,"  107350:	e283301c 	add	r3, r3, #28
",r2,31, 1078097,"  107350:	e283301c 	add	r3, r3, #28
",r0,14, 1078097,"  107350:	e283301c 	add	r3, r3, #28
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,r1,4, 1073614,"  1061cc:	e51b3020 	ldr	r3, [fp, #-32]	; 0xffffffe0
",r0,16, 1073614,"  1061cc:	e51b3020 	ldr	r3, [fp, #-32]	; 0xffffffe0
",r0,26, 1073614,"  1061cc:	e51b3020 	ldr	r3, [fp, #-32]	; 0xffffffe0
",SDC, 887, 227, 3842, 2, 2981, 859, 1, 336, 504, 13, 226, 45287, 293, 3, 233, 4701, 11254, 408, 13, 32743, 7890, 11638, 0, 0, 26, 3160, 3174, 3860, 35, 0, 0, 17, 21, 135, 2, 45582, 37419, 40973, 1, 0, 0, 316
18,r3,9, 1068955,"  104f98:	e5932000 	ldr	r2, [r3]
",r2,19, 1068955,"  104f98:	e5932000 	ldr	r2, [r3]
",r2,20, 1068955,"  104f98:	e5932000 	ldr	r2, [r3]
",SDC, 803, 344, 3863, 3, 2959, 863, 1, 324, 504, 13, 233, 45269, 293, 3, 238, 4223, 11551, 411, 11, 32136, 7473, 11768, 0, 0, 26, 3178, 3177, 3922, 35, 0, 0, 19, 23, 129, 5, 45582, 37456, 40995, 2, 0, 0, 316
19,r0,13, 1080549,"  107ce4:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",r0,8, 1080549,"  107ce4:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",r1,24, 1080549,"  107ce4:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,r0,12, 1065334,"  104174:	e51b3024 	ldr	r3, [fp, #-36]	; 0xffffffdc
",r3,18, 1065334,"  104174:	e51b3024 	ldr	r3, [fp, #-36]	; 0xffffffdc
",r0,11, 1065334,"  104174:	e51b3024 	ldr	r3, [fp, #-36]	; 0xffffffdc
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,r1,10, 1077456,"  1070d0:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",r1,4, 1077456,"  1070d0:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",r2,17, 1077456,"  1070d0:	e30c3cc0 	movw	r3, #52416	; 0xccc0
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,r0,20, 1072550,"  105da4:	e51b300c 	ldr	r3, [fp, #-12]
",r2,5, 1072550,"  105da4:	e51b300c 	ldr	r3, [fp, #-12]
",r0,22, 1072550,"  105da4:	e51b300c 	ldr	r3, [fp, #-12]
",SDC, 852, 228, 3853, 2, 2970, 851, 1, 336, 504, 13, 238, 45721, 293, 3, 241, 4147, 11421, 418, 12, 32472, 7686, 11662, 0, 0, 26, 3175, 3152, 3850, 34, 0, 0, 19, 23, 136, 2, 45967, 37178, 40725, 1, 0, 0, 317
23,r0,9, 1072442,"  105d38:	e51b3008 	ldr	r3, [fp, #-8]
",r1,12, 1072442,"  105d38:	e51b3008 	ldr	r3, [fp, #-8]
",r1,19, 1072442,"  105d38:	e51b3008 	ldr	r3, [fp, #-8]
",benign, 916, 352, 3812, 2, 2922, 840, 1, 340, 505, 13, 232, 45457, 294, 3, 241, 4466, 11205, 409, 12, 32532, 8543, 11615, 0, 0, 26, 3151, 3154, 3834, 35, 0, 0, 19, 24, 128, 2, 45821, 37061, 40831, 1, 0, 0, 316
24,r2,20, 1072963,"  105f40:	e7933100 	ldr	r3, [r3, r0, lsl #2]
",r3,28, 1072963,"  105f40:	e7933100 	ldr	r3, [r3, r0, lsl #2]
",r1,4, 1072963,"  105f40:	e7933100 	ldr	r3, [r3, r0, lsl #2]
",SDC, 932, 350, 3873, 2, 2966, 866, 1, 324, 503, 13, 234, 45179, 293, 3, 230, 5047, 10735, 418, 10, 32129, 8086, 11724, 0, 0, 26, 3184, 3175, 3912, 35, 0, 0, 17, 21, 125, 2, 45546, 36823, 40407, 1, 0, 0, 317
25,r0,18, 1081619,"  108110:	e3403011 	movt	r3, #17
",r0,28, 1081619,"  108110:	e3403011 	movt	r3, #17
",r2,13, 1081619,"  108110:	e3403011 	movt	r3, #17
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,r2,24, 1065706,"  1042e8:	e353000e 	cmp	r3, #14
",r3,12, 1065706,"  1042e8:	e353000e 	cmp	r3, #14
",r3,28, 1065706,"  1042e8:	e353000e 	cmp	r3, #14
",SDC, 639, 199, 3265, 2, 2436, 815, 1, 324, 505, 13, 244, 41349, 294, 3, 209, 4697, 10015, 418, 11, 30499, 8646, 9619, 0, 0, 26, 2421, 2429, 3292, 36, 0, 0, 17, 22, 125, 2, 42119, 33255, 36763, 1, 0, 0, 317
27,r2,10, 1083105,"  1086e0:	e50b301c 	str	r3, [fp, #-28]	; 0xffffffe4
",r2,15, 1083105,"  1086e0:	e50b301c 	str	r3, [fp, #-28]	; 0xffffffe4
",r2,28, 1083105,"  1086e0:	e50b301c 	str	r3, [fp, #-28]	; 0xffffffe4
",crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,r3,3, 1063742,"  103b3c:	e30d3cc0 	movw	r3, #56512	; 0xdcc0
",r3,8, 1063742,"  103b3c:	e30d3cc0 	movw	r3, #56512	; 0xdcc0
",r0,29, 1063742,"  103b3c:	e30d3cc0 	movw	r3, #56512	; 0xdcc0
",benign, 614, 221, 3820, 2, 2948, 854, 1, 340, 505, 13, 219, 44990, 294, 3, 231, 4085, 11357, 411, 15, 31545, 7369, 11586, 0, 0, 26, 3187, 3121, 3814, 34, 0, 0, 19, 24, 127, 2, 45196, 37260, 40767, 1, 0, 0, 316
